age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
42,services,married,professional.course,no,yes,no,telephone,may,tue,1205,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
51,unemployed,married,professional.course,no,no,no,telephone,may,tue,171,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
29,services,married,high.school,no,yes,no,telephone,may,tue,275,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
56,housemaid,divorced,basic.4y,unknown,no,no,telephone,may,tue,115,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
49,blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,tue,47,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
46,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,121,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
33,blue-collar,single,basic.6y,no,no,no,telephone,may,tue,472,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,technician,divorced,professional.course,no,unknown,unknown,telephone,may,tue,532,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
32,blue-collar,married,professional.course,unknown,yes,no,telephone,may,tue,128,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
35,entrepreneur,married,high.school,no,no,no,telephone,may,tue,62,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
24,services,single,high.school,no,no,no,telephone,may,tue,185,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,740,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
27,technician,single,professional.course,no,no,no,telephone,may,tue,148,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
44,technician,divorced,basic.9y,unknown,yes,yes,telephone,may,tue,388,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
43,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,550,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
45,admin.,married,basic.6y,no,yes,yes,telephone,may,tue,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
33,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,tue,82,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
26,technician,single,professional.course,no,no,no,telephone,may,tue,446,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
45,technician,single,professional.course,no,yes,no,telephone,may,tue,121,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
46,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,115,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
25,management,single,basic.4y,no,no,no,telephone,may,tue,19,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
35,entrepreneur,married,high.school,no,no,no,telephone,may,tue,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
38,blue-collar,married,basic.6y,unknown,no,yes,telephone,may,tue,132,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
29,admin.,single,basic.9y,unknown,no,no,telephone,may,tue,62,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
37,blue-collar,single,basic.6y,unknown,no,no,telephone,may,tue,195,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,services,married,high.school,no,no,no,telephone,may,tue,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,blue-collar,single,basic.9y,unknown,no,no,telephone,may,tue,201,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,services,married,high.school,no,yes,yes,telephone,may,tue,596,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
35,entrepreneur,divorced,university.degree,no,no,no,telephone,may,tue,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
57,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
43,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
22,services,single,basic.9y,no,no,no,telephone,may,tue,170,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
45,technician,married,basic.9y,unknown,no,no,telephone,may,tue,166,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
31,services,married,high.school,no,yes,no,telephone,may,tue,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
29,self-employed,married,basic.6y,unknown,yes,no,telephone,may,tue,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
39,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,395,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
31,blue-collar,single,high.school,no,yes,no,telephone,may,tue,410,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
39,management,single,university.degree,no,yes,no,telephone,may,tue,751,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,admin.,married,high.school,no,yes,no,telephone,may,tue,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
29,services,married,high.school,no,yes,no,telephone,may,tue,95,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
31,admin.,married,university.degree,no,yes,no,telephone,may,tue,99,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
44,admin.,married,unknown,no,no,no,telephone,may,tue,277,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
39,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,240,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
31,management,single,university.degree,unknown,yes,no,telephone,may,tue,174,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
47,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,269,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
52,management,married,professional.course,no,yes,yes,telephone,may,tue,280,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
45,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,78,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
38,admin.,single,university.degree,no,no,no,telephone,may,tue,574,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,services,married,high.school,unknown,no,no,telephone,may,tue,318,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,admin.,single,university.degree,no,no,no,telephone,may,tue,363,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
38,services,married,high.school,no,yes,no,telephone,may,tue,392,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
44,blue-collar,married,professional.course,no,no,no,telephone,may,tue,64,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
25,admin.,married,unknown,no,no,no,telephone,may,tue,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
57,management,divorced,high.school,no,no,no,telephone,may,tue,436,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
38,blue-collar,single,basic.4y,no,unknown,unknown,telephone,may,tue,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
39,admin.,married,high.school,no,yes,no,telephone,may,tue,0,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
38,blue-collar,single,high.school,no,no,no,telephone,may,tue,364,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
50,services,married,professional.course,unknown,no,yes,telephone,may,tue,111,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
28,services,single,high.school,no,yes,yes,telephone,may,tue,466,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,355,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
37,technician,married,university.degree,no,yes,no,telephone,may,tue,8,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,unemployed,single,basic.4y,unknown,yes,no,telephone,may,tue,267,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,technician,single,professional.course,no,no,yes,telephone,may,tue,3,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
42,management,married,basic.6y,unknown,yes,no,telephone,may,tue,89,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,technician,married,professional.course,no,yes,no,telephone,may,tue,132,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
35,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,580,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
45,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,99,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
35,admin.,married,basic.9y,no,no,no,telephone,may,tue,34,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,management,married,university.degree,no,yes,no,telephone,may,tue,99,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
57,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,290,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
55,retired,married,high.school,no,yes,no,telephone,may,tue,591,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
41,admin.,single,university.degree,no,no,no,telephone,may,tue,266,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
31,admin.,married,high.school,no,no,no,telephone,may,tue,1043,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
39,management,divorced,university.degree,no,yes,no,telephone,may,tue,197,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
46,unknown,married,basic.4y,unknown,no,no,telephone,may,tue,257,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
33,admin.,single,university.degree,no,yes,no,telephone,may,tue,319,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
40,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,383,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
28,self-employed,single,basic.9y,no,yes,no,telephone,may,tue,4,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
40,technician,married,professional.course,unknown,yes,no,telephone,may,tue,264,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
39,admin.,married,university.degree,no,yes,yes,telephone,may,tue,239,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
52,services,married,high.school,no,no,no,telephone,may,tue,145,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
38,unemployed,divorced,high.school,no,no,no,telephone,may,tue,349,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
54,retired,married,basic.9y,unknown,no,no,telephone,may,tue,371,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
29,admin.,married,basic.9y,no,yes,no,telephone,may,tue,197,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,services,married,high.school,unknown,no,no,telephone,may,tue,198,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
35,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,224,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,306,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
45,unknown,married,unknown,unknown,no,no,telephone,may,wed,17,13,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
29,blue-collar,single,high.school,unknown,yes,no,telephone,may,wed,74,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,admin.,married,high.school,unknown,yes,no,telephone,may,wed,61,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
40,services,single,high.school,unknown,no,no,telephone,may,wed,189,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
35,services,married,high.school,no,no,no,telephone,may,wed,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
32,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,223,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
33,services,divorced,high.school,no,no,no,telephone,may,wed,201,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
41,technician,single,university.degree,unknown,no,no,telephone,may,wed,551,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
45,admin.,married,high.school,no,no,no,telephone,may,wed,215,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
29,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
47,admin.,married,university.degree,no,yes,no,telephone,may,wed,385,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
45,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
33,technician,single,university.degree,no,no,yes,telephone,may,wed,130,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,admin.,single,high.school,no,yes,no,telephone,may,wed,593,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
39,blue-collar,single,professional.course,unknown,no,no,telephone,may,wed,480,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
30,technician,married,professional.course,no,yes,yes,telephone,may,wed,195,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
53,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,61,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
35,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,technician,married,university.degree,no,yes,no,telephone,may,wed,396,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
45,services,married,high.school,unknown,yes,no,telephone,may,wed,171,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,admin.,divorced,university.degree,no,no,no,telephone,may,wed,63,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
32,technician,single,university.degree,no,no,no,telephone,may,wed,141,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,blue-collar,single,university.degree,no,yes,yes,telephone,may,wed,165,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,blue-collar,single,university.degree,no,no,no,telephone,may,wed,156,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
43,services,married,high.school,unknown,no,no,telephone,may,wed,297,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
38,technician,divorced,basic.9y,no,no,no,telephone,may,wed,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,1479,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
33,admin.,married,high.school,no,no,no,telephone,may,wed,307,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
38,admin.,married,university.degree,no,yes,yes,telephone,may,wed,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
37,self-employed,married,professional.course,no,yes,yes,telephone,may,wed,268,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,services,married,basic.9y,unknown,yes,no,telephone,may,wed,87,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
38,admin.,married,high.school,unknown,no,no,telephone,may,wed,173,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
29,admin.,single,university.degree,no,yes,no,telephone,may,wed,713,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
27,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,392,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,services,married,high.school,unknown,no,no,telephone,may,wed,130,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
53,technician,divorced,university.degree,no,yes,no,telephone,may,wed,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
41,services,divorced,basic.9y,no,yes,no,telephone,may,wed,189,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,admin.,single,university.degree,no,yes,no,telephone,may,wed,126,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
40,admin.,married,university.degree,no,yes,no,telephone,may,wed,615,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
29,admin.,single,high.school,no,yes,no,telephone,may,wed,143,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
35,technician,married,university.degree,unknown,no,no,telephone,may,wed,399,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
35,management,married,basic.9y,no,yes,yes,telephone,may,wed,344,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
47,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,489,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
31,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
56,retired,married,basic.6y,no,yes,no,telephone,may,wed,91,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
38,admin.,married,professional.course,no,no,no,telephone,may,wed,314,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
25,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,149,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
57,housemaid,divorced,basic.4y,unknown,yes,no,telephone,may,wed,288,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
49,retired,married,basic.4y,no,no,no,telephone,may,wed,177,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
50,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,251,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
54,technician,married,professional.course,no,no,no,telephone,may,wed,796,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
31,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
44,technician,married,professional.course,unknown,yes,yes,telephone,may,wed,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
42,unemployed,single,basic.4y,unknown,yes,no,telephone,may,wed,51,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
40,services,married,basic.6y,unknown,yes,no,telephone,may,wed,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
46,blue-collar,married,professional.course,no,no,no,telephone,may,wed,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
29,blue-collar,single,professional.course,no,no,no,telephone,may,wed,298,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
59,retired,divorced,basic.9y,unknown,no,yes,telephone,may,wed,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
40,admin.,single,university.degree,no,no,no,telephone,may,wed,244,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
47,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
55,unemployed,married,basic.4y,unknown,yes,no,telephone,may,wed,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,services,married,high.school,no,yes,no,telephone,may,wed,54,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
50,technician,married,professional.course,unknown,yes,yes,telephone,may,wed,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
42,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
41,blue-collar,divorced,basic.6y,no,no,no,telephone,may,wed,229,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
46,retired,married,basic.4y,no,no,no,telephone,may,wed,94,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
25,self-employed,single,university.degree,no,no,no,telephone,may,wed,217,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
35,entrepreneur,married,high.school,no,no,no,telephone,may,wed,157,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
28,management,single,university.degree,no,no,no,telephone,may,wed,376,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
41,services,married,basic.9y,no,yes,no,telephone,may,wed,251,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
41,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,115,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,blue-collar,divorced,professional.course,no,unknown,unknown,telephone,may,wed,209,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
38,housemaid,married,basic.6y,unknown,yes,yes,telephone,may,wed,87,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
32,blue-collar,married,high.school,unknown,yes,no,telephone,may,wed,44,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
31,services,married,high.school,unknown,no,no,telephone,may,wed,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,wed,449,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
43,technician,single,professional.course,no,yes,no,telephone,may,wed,207,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,technician,married,university.degree,no,no,no,telephone,may,wed,297,14,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
51,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,wed,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
46,blue-collar,single,professional.course,no,no,no,telephone,may,wed,26,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
57,retired,married,basic.9y,unknown,no,no,telephone,may,wed,506,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
42,technician,married,professional.course,no,yes,no,telephone,may,wed,77,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
43,entrepreneur,married,university.degree,no,no,yes,telephone,may,wed,363,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
34,admin.,married,university.degree,no,no,yes,telephone,may,wed,157,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
50,management,married,university.degree,no,no,yes,telephone,may,wed,187,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
43,blue-collar,single,unknown,unknown,no,no,telephone,may,wed,299,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
52,blue-collar,married,professional.course,no,no,yes,telephone,may,wed,611,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
45,services,single,professional.course,unknown,no,no,telephone,may,wed,225,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
28,self-employed,single,university.degree,no,no,no,telephone,may,wed,314,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,456,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
33,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,357,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
51,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,261,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
52,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,wed,267,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
44,technician,single,professional.course,no,yes,no,telephone,may,wed,300,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
36,technician,married,university.degree,no,no,no,telephone,may,wed,146,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,
22,blue-collar,single,basic.9y,no,yes,no,telephone,may,thu,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
48,entrepreneur,divorced,basic.4y,no,no,no,telephone,may,thu,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
46,retired,married,university.degree,no,no,no,telephone,may,thu,334,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
56,management,married,university.degree,no,no,no,telephone,may,thu,750,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
36,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,333,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
36,admin.,single,high.school,no,yes,no,telephone,may,thu,193,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
35,services,married,high.school,unknown,no,no,telephone,may,thu,267,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
35,housemaid,married,basic.4y,unknown,no,yes,telephone,may,thu,205,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
40,admin.,single,unknown,unknown,yes,no,telephone,may,thu,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,128,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
31,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,140,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
46,admin.,married,professional.course,no,yes,no,telephone,may,thu,78,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
26,technician,single,professional.course,no,no,no,telephone,may,thu,14,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
29,blue-collar,single,professional.course,no,yes,no,telephone,may,thu,182,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
33,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,413,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
31,blue-collar,single,high.school,no,unknown,unknown,telephone,may,thu,230,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
35,services,married,high.school,no,no,no,telephone,may,thu,283,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
34,self-employed,married,professional.course,no,no,no,telephone,may,thu,205,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
42,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
38,admin.,married,university.degree,no,yes,no,telephone,may,thu,744,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
45,admin.,married,basic.9y,no,yes,yes,telephone,may,thu,254,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
38,technician,divorced,professional.course,no,yes,no,telephone,may,thu,1093,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
32,management,married,university.degree,no,yes,no,telephone,may,thu,619,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
44,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
43,unemployed,married,university.degree,unknown,no,no,telephone,may,thu,456,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
43,entrepreneur,married,basic.4y,no,yes,no,telephone,may,thu,199,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
45,unknown,married,unknown,no,no,no,telephone,may,thu,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
47,admin.,single,university.degree,unknown,yes,yes,telephone,may,thu,656,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
45,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,358,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
43,management,single,basic.4y,no,yes,no,telephone,may,thu,514,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
48,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,544,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
41,admin.,married,high.school,no,no,no,telephone,may,thu,135,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,
